語句,読み,意味,詳細解説,関連事項,関連分野,種別,source,grade
NGO,えぬじーおー,非政府組織,NGOは政府から独立した民間組織。Non-Governmental Organizationの略。国際協力・人権・環境保護などの活動。国境なき医師団などが有名。,非政府|民間|国際協力|人権,公民-政治,制度概念,,3
国際連合,こくさいれんごう,世界平和を目的とする国際機関,国際連合(国連)は1945年設立の国際機関。本部はニューヨーク。加盟国193か国。安全保障理事会・総会などの機関。日本は1956年加盟。,国連|1945年|ニューヨーク|193か国,公民-国際,制度概念,,3
安全保障理事会,あんぜんほしょうりじかい,国連の最高意思決定機関,安全保障理事会は国連の最高意思決定機関。常任理事国5か国(米英仏露中)と非常任理事国10か国。国際紛争の解決を担う。常任理事国は拒否権を持つ。,国連|常任5|非常任10|拒否権,公民-国際,制度概念,,3
総会,そうかい,国連の全加盟国による会議,総会は国連の全加盟国(193か国)による会議。1国1票。多数決で決議。世界の問題を討議。ただし、決議に強制力はない。,国連|193か国|1国1票|多数決,公民-国際,制度概念,,3
PKO,ぴーけーおー,国連平和維持活動,PKOは国連平和維持活動。Peace Keeping Operationsの略。紛争地域に派遣し、停戦監視・復興支援などを行う。日本は1992年のPKO協力法で参加可能に。,国連|平和維持|紛争地|停戦監視,公民-国際,制度概念,,3
ユニセフ,ゆにせふ,国連児童基金,ユニセフは国連児童基金。UNICEFの略。世界の子どもの権利保護・教育・保健などを支援。本部はニューヨーク。募金活動も行う。,国連|児童|教育保健|ニューヨーク,公民-国際,制度概念,,3
ユネスコ,ゆねすこ,国連教育科学文化機関,ユネスコは国連教育科学文化機関。UNESCOの略。教育・科学・文化の発展を目的。世界遺産の登録・保護を行う。本部はパリ。,国連|教育科学文化|世界遺産|パリ,公民-国際,制度概念,,3
WHO,だぶりゅーえいちおー,世界保健機関,WHOは世界保健機関。World Health Organizationの略。世界の人々の健康を守る。感染症対策・保健政策の支援。本部はジュネーブ。,国連|保健|感染症|ジュネーブ,公民-国際,制度概念,,3
UNHCR,ゆーえぬえいちしーあーる,国連難民高等弁務官事務所,UNHCRは国連難民高等弁務官事務所。難民の保護・支援を行う。本部はジュネーブ。緒方貞子が高等弁務官を務めた。ノーベル平和賞受賞。,国連|難民|緒方貞子|ジュネーブ,公民-国際,制度概念,,3
ODA,おーでぃーえー,政府開発援助,ODAは政府開発援助。Official Development Assistanceの略。先進国が発展途上国に資金・技術を援助。日本も積極的に実施。無償資金協力・有償資金協力(円借款)・技術協力がある。,開発援助|途上国|資金技術|円借款,公民-国際,制度概念,,3
EU,いーゆー,欧州連合,EUは欧州連合。European Unionの略。ヨーロッパの27か国が加盟(イギリスは脱退)。共通通貨ユーロ。人・物・金の移動が自由。本部はブリュッセル。,欧州|27か国|ユーロ|ブリュッセル,公民-国際,制度概念,,3
ASEAN,あせあん,東南アジア諸国連合,ASEANは東南アジア諸国連合。Association of South-East Asian Nationsの略。10か国が加盟。経済協力・政治協力を推進。本部はジャカルタ。,東南アジア|10か国|経済協力|ジャカルタ,公民-国際,制度概念,,3
APEC,えいぺっく,アジア太平洋経済協力,APECはアジア太平洋経済協力。Asia-Pacific Economic Cooperationの略。21の国・地域が参加。貿易・投資の自由化を推進。,アジア太平洋|21参加|貿易自由化|経済協力,公民-国際,制度概念,,3
WTO,だぶりゅーてぃーおー,世界貿易機関,WTOは世界貿易機関。World Trade Organizationの略。1995年設立。自由貿易の促進・貿易紛争の解決を担う。GATTの後継組織。本部はジュネーブ。,貿易|1995年|自由化|ジュネーブ,公民-国際,制度概念,,3
IMF,あいえむえふ,国際通貨基金,IMFは国際通貨基金。International Monetary Fundの略。為替の安定・国際収支の調整を目的。加盟国への融資も行う。本部はワシントン。,通貨|為替|融資|ワシントン,公民-国際,制度概念,,3
世界銀行,せかいぎんこう,国際復興開発銀行,世界銀行は発展途上国の経済開発を支援する国際機関。正式には国際復興開発銀行(IBRD)。長期融資・技術支援を行う。本部はワシントン。,開発|途上国|融資|ワシントン,公民-国際,制度概念,,3
G7,じーせぶん,主要7か国首脳会議,G7は主要7か国(日米英仏独伊加)の首脳会議。Group of Sevenの略。経済問題・国際問題を討議。かつてはG8(ロシアを含む)だったが、ロシアは資格停止。,先進7か国|首脳会議|経済|国際問題,公民-国際,制度概念,,3
G20,じーとぅえんてぃ,主要20か国・地域首脳会議,G20は主要20か国・地域の首脳会議。Group of Twentyの略。先進国と新興国が参加。世界経済・金融問題を討議。G7より幅広い国際協調。,20か国|首脳会議|経済金融|新興国,公民-国際,制度概念,,3
核拡散防止条約,かくかくさんぼうしじょうやく,核兵器の拡散を防ぐ条約,核拡散防止条約(NPT)は核兵器の拡散を防ぐ条約。1970年発効。核保有国は米英仏露中の5か国のみ。日本は非核三原則を掲げる。,NPT|1970年|核保有5か国|非核三原則,公民-国際,制度概念,,3
地球温暖化,ちきゅうおんだんか,地球の平均気温が上昇すること,地球温暖化は二酸化炭素などの温室効果ガスにより地球の平均気温が上昇すること。海面上昇・異常気象の原因。パリ協定で国際的な取り組み。,温室効果ガス|CO2|パリ協定|異常気象,公民-国際,その他,,3
持続可能な開発目標,じぞくかのうなかいはつもくひょう,SDGs,持続可能な開発目標(SDGs)は2030年までに達成すべき17の国際目標。貧困・飢餓・健康・教育・環境など。2015年に国連で採択。誰一人取り残さない社会を目指す。,SDGs|17目標|2030年|国連,公民-国際,制度概念,,3
市場経済,しじょうけいざい,市場の原理で動く経済,市場経済は需要と供給の関係で価格が決まり、資源が配分される経済。自由競争が基本。資本主義経済。効率的だが、格差が生じやすい。,需要供給|価格|自由競争|資本主義,公民-経済,制度概念,,3
計画経済,けいかくけいざい,国が計画を立てて経済を運営すること,計画経済は国が生産・分配を計画し、経済を運営すること。社会主義経済。平等だが、非効率になりやすい。旧ソ連・中国(改革前)が採用。,国の計画|社会主義|平等|非効率,公民-経済,制度概念,,3
需要,じゅよう,買いたいという欲求,需要は消費者が商品を買いたいという欲求。価格が下がれば需要は増え、価格が上がれば需要は減る(需要の法則)。需要曲線で表される。,買いたい|消費者|価格|需要曲線,公民-経済,制度概念,,3
供給,きょうきゅう,売りたいという意思,供給は生産者が商品を売りたいという意思。価格が上がれば供給は増え、価格が下がれば供給は減る(供給の法則)。供給曲線で表される。,売りたい|生産者|価格|供給曲線,公民-経済,制度概念,,3
独占,どくせん,1社が市場を支配すること,独占は1社が市場を支配し、価格を自由に決められる状態。競争がなく、消費者に不利。独占禁止法で規制。公正取引委員会が監視。,1社支配|価格支配|独禁法|公取委,公民-経済,制度概念,,3
寡占,かせん,少数の企業が市場を支配すること,寡占は少数の大企業が市場を支配すること。自動車・電機などの業界で見られる。価格競争が起こりにくい。カルテル(価格協定)は独占禁止法違反。,少数支配|大企業|カルテル|独禁法,公民-経済,制度概念,,3
株式会社,かぶしきがいしゃ,株式を発行して資金を集める会社,株式会社は株式を発行して多くの人から資金を集める会社。所有者(株主)と経営者が分離。有限責任。株主総会が最高意思決定機関。配当を受ける。,株式|株主|配当|有限責任,公民-経済,制度概念,,3
株式,かぶしき,会社の出資証券,株式は株式会社の出資証券。株を買うことで会社の所有者(株主)になる。株価は需要と供給で変動。配当を受け、株主総会で議決権を持つ。,出資証券|株主|配当|議決権,公民-経済,制度概念,,3
債券,さいけん,借金の証書,債券は国や企業が発行する借金の証書。国債・社債などがある。満期に元本が返済され、利子を受け取る。株式より安全だが、利益は少ない。,借金証書|国債社債|利子|元本,公民-経済,制度概念,,3
為替相場,かわせそうば,通貨の交換比率,為替相場は異なる通貨の交換比率。円とドルなどの交換レート。需要と供給で変動。円高・円安が輸出入・経済に影響。変動相場制。,通貨交換|レート|円高円安|変動制,公民-経済,制度概念,,3
円高,えんだか,円の価値が上がること,円高は他の通貨に対して円の価値が上がること(1ドル=150円→100円など)。輸入品が安くなり、輸出品が高くなる。輸出企業に不利、輸入企業・消費者に有利。,円の価値上昇|輸入有利|輸出不利|為替,公民-経済,その他,,3
